Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,OffenseTeam,DefenseTeam,PlayType,PlayDirection
3,6,31,2,13,9,1,UNDER CENTER,OWN,NYJ,CLE,PASS,RIGHT
3,5,13,1,10,10,1,UNDER CENTER,OWN,NYJ,CLE,PASS,LEFT
3,3,50,2,7,27,0,SHOTGUN,OWN,NYJ,CLE,PASS,RIGHT
3,3,45,3,7,27,0,SHOTGUN,OWN,NYJ,CLE,PASS,RIGHT
3,3,31,1,10,31,0,UNDER CENTER,OWN,CLE,NYJ,PASS,RIGHT
3,2,34,3,1,40,0,NO HUDDLE,OWN,CLE,NYJ,PASS,LEFT
4,8,56,1,10,25,0,SHOTGUN,OWN,CLE,NYJ,PASS,LEFT
4,8,13,1,10,35,0,SHOTGUN,OWN,CLE,NYJ,PASS,RIGHT
4,6,53,3,5,40,1,SHOTGUN,OWN,CLE,NYJ,PASS,RIGHT
4,2,4,1,10,25,0,SHOTGUN,OWN,NYJ,CLE,PASS,LEFT
4,2,0,2,10,25,0,SHOTGUN,OWN,NYJ,CLE,PASS,LEFT
4,1,55,3,10,25,0,SHOTGUN,OWN,NYJ,CLE,PASS,RIGHT
4,1,48,4,10,25,1,SHOTGUN,OWN,NYJ,CLE,PASS,RIGHT
4,1,27,1,10,37,0,NO HUDDLE SHOTGUN,OWN,NYJ,CLE,PASS,MIDDLE
4,0,56,1,10,6,1,SHOTGUN,OWN,NYJ,CLE,PASS,RIGHT
4,0,15,2,12,29,0,SHOTGUN,OWN,NYJ,CLE,PASS,LEFT
1,15,0,1,10,25,1,SHOTGUN,OWN,NO,ATL,PASS,RIGHT
1,11,45,1,10,25,0,SHOTGUN,OWN,ATL,NO,PASS,LEFT
1,10,51,3,17,18,0,SHOTGUN,OWN,ATL,NO,PASS,RIGHT
1,10,22,1,10,21,0,UNDER CENTER,OWN,NO,ATL,PASS,LEFT
1,9,45,2,9,22,0,SHOTGUN,OWN,NO,ATL,PASS,LEFT
1,9,42,3,9,22,0,SHOTGUN,OWN,NO,ATL,PASS,MIDDLE
1,8,14,2,8,21,0,UNDER CENTER,OWN,ATL,NO,PASS,RIGHT
1,7,33,3,1,28,1,SHOTGUN,OWN,ATL,NO,PASS,LEFT
1,5,30,3,7,36,1,SHOTGUN,OWN,ATL,NO,PASS,MIDDLE
1,2,2,2,7,28,0,SHOTGUN,OWN,NO,ATL,PASS,MIDDLE
1,1,19,3,4,31,1,SHOTGUN,OWN,NO,ATL,PASS,RIGHT
1,0,45,1,10,37,1,UNDER CENTER,OWN,NO,ATL,PASS,RIGHT
2,14,48,1,10,20,1,UNDER CENTER,OWN,ATL,NO,PASS,RIGHT
2,13,24,2,10,31,0,SHOTGUN,OWN,ATL,NO,PASS,LEFT
2,11,58,1,10,38,1,UNDER CENTER,OWN,NO,ATL,PASS,LEFT
2,9,37,1,10,25,1,UNDER CENTER,OWN,ATL,NO,PASS,MIDDLE
2,8,57,1,10,42,0,UNDER CENTER,OWN,ATL,NO,PASS,RIGHT
2,8,6,3,9,43,0,SHOTGUN,OWN,ATL,NO,PASS,LEFT
2,7,52,1,10,27,1,SHOTGUN,OWN,NO,ATL,PASS,RIGHT
2,6,35,2,6,48,0,SHOTGUN,OWN,NO,ATL,PASS,LEFT
2,2,23,2,10,25,1,SHOTGUN,OWN,ATL,NO,PASS,RIGHT
2,2,7,1,10,23,1,SHOTGUN,OWN,NO,ATL,PASS,LEFT
2,2,0,1,10,44,0,SHOTGUN,OWN,NO,ATL,PASS,LEFT
2,1,56,2,10,44,0,SHOTGUN,OWN,NO,ATL,PASS,LEFT
2,1,52,3,15,39,0,SHOTGUN,OWN,NO,ATL,PASS,RIGHT
2,0,53,3,5,14,0,SHOTGUN,OWN,ATL,NO,PASS,LEFT
2,0,40,1,10,42,1,SHOTGUN,OWN,NO,ATL,PASS,LEFT
3,13,46,1,10,38,1,UNDER CENTER,OWN,ATL,NO,PASS,MIDDLE
3,12,0,1,10,25,0,UNDER CENTER,OWN,NO,ATL,PASS,LEFT
3,11,25,2,14,21,0,SHOTGUN,OWN,NO,ATL,PASS,LEFT
3,9,5,2,13,44,0,SHOTGUN,OWN,ATL,NO,PASS,MIDDLE
3,8,59,3,13,44,0,SHOTGUN,OWN,ATL,NO,PASS,MIDDLE
3,5,49,1,19,9,0,UNDER CENTER,OWN,ATL,NO,PASS,RIGHT
3,4,38,3,6,22,1,SHOTGUN,OWN,ATL,NO,PASS,LEFT
3,3,28,2,6,34,1,UNDER CENTER,OWN,ATL,NO,PASS,LEFT
3,2,47,1,10,47,1,UNDER CENTER,OWN,ATL,NO,PASS,RIGHT
4,13,36,1,10,37,0,UNDER CENTER,OWN,NO,ATL,PASS,RIGHT
4,9,59,1,10,25,0,UNDER CENTER,OWN,ATL,NO,PASS,MIDDLE
4,9,35,1,10,30,1,UNDER CENTER,OWN,ATL,NO,PASS,MIDDLE
4,6,13,2,7,22,1,SHOTGUN,OWN,NO,ATL,PASS,RIGHT
4,5,30,1,10,36,0,SHOTGUN,OWN,NO,ATL,PASS,MIDDLE
4,1,9,1,10,26,0,SHOTGUN,OWN,ATL,NO,PASS,MIDDLE
4,0,50,2,3,33,1,NO HUDDLE SHOTGUN,OWN,ATL,NO,PASS,LEFT
4,0,28,3,4,44,0,SHOTGUN,OWN,ATL,NO,PASS,MIDDLE
5,9,55,1,10,20,0,SHOTGUN,OWN,NO,ATL,PASS,MIDDLE
5,8,44,1,10,31,1,UNDER CENTER,OWN,NO,ATL,PASS,LEFT
1,13,46,3,13,13,0,SHOTGUN,OWN,BAL,DEN,PASS,LEFT
1,9,37,3,11,29,1,SHOTGUN,OWN,DEN,BAL,PASS,MIDDLE
1,9,11,1,10,45,0,NO HUDDLE SHOTGUN,OWN,DEN,BAL,PASS,MIDDLE
1,8,21,3,6,49,1,SHOTGUN,OWN,DEN,BAL,PASS,LEFT
1,6,25,2,6,30,1,SHOTGUN,OWN,BAL,DEN,PASS,MIDDLE
1,2,10,2,14,33,0,SHOTGUN,OWN,DEN,BAL,PASS,LEFT
1,0,12,2,8,26,1,SHOTGUN,OWN,BAL,DEN,PASS,RIGHT
2,15,0,1,10,41,0,SHOTGUN,OWN,BAL,DEN,PASS,LEFT
2,14,19,3,9,42,0,SHOTGUN,OWN,BAL,DEN,PASS,MIDDLE
2,13,6,2,10,8,0,SHOTGUN,OWN,DEN,BAL,PASS,MIDDLE
2,13,2,3,10,8,0,SHOTGUN,OWN,DEN,BAL,PASS,LEFT
2,12,15,1,10,48,0,SHOTGUN,OWN,BAL,DEN,PASS,MIDDLE
2,11,1,3,9,49,1,SHOTGUN,OWN,BAL,DEN,PASS,RIGHT
2,8,26,1,10,25,0,SHOTGUN,OWN,DEN,BAL,PASS,RIGHT
2,7,50,2,6,29,0,SHOTGUN,OWN,DEN,BAL,PASS,RIGHT
2,7,46,3,6,29,0,SHOTGUN,OWN,DEN,BAL,PASS,LEFT
2,7,0,1,10,28,1,UNDER CENTER,OWN,BAL,DEN,PASS,RIGHT
2,1,59,3,28,48,0,SHOTGUN,OWN,DEN,BAL,PASS,LEFT
2,1,47,1,10,14,0,SHOTGUN,OWN,BAL,DEN,PASS,LEFT
2,1,40,2,6,18,1,SHOTGUN,OWN,BAL,DEN,PASS,MIDDLE
2,1,19,1,10,35,0,NO HUDDLE SHOTGUN,OWN,BAL,DEN,PASS,MIDDLE
2,1,14,2,10,35,0,SHOTGUN,OWN,BAL,DEN,PASS,MIDDLE
2,1,10,3,10,35,0,SHOTGUN,OWN,BAL,DEN,PASS,MIDDLE
2,0,37,3,10,15,0,SHOTGUN,OWN,DEN,BAL,PASS,LEFT
3,14,14,1,10,34,0,SHOTGUN,OWN,DEN,BAL,PASS,LEFT
3,14,10,2,10,34,0,SHOTGUN,OWN,DEN,BAL,PASS,LEFT
3,14,6,3,10,34,0,SHOTGUN,OWN,DEN,BAL,PASS,RIGHT
3,12,35,2,4,38,0,UNDER CENTER,OWN,BAL,DEN,PASS,RIGHT
3,12,28,3,4,38,0,SHOTGUN,OWN,BAL,DEN,PASS,MIDDLE
3,11,45,2,10,43,1,SHOTGUN,OWN,BAL,DEN,PASS,MIDDLE
3,6,10,1,10,37,0,UNDER CENTER,OWN,DEN,BAL,PASS,LEFT
3,5,25,2,2,45,1,SHOTGUN,OWN,DEN,BAL,PASS,MIDDLE
3,3,33,2,17,43,1,SHOTGUN,OWN,DEN,BAL,PASS,RIGHT
3,0,52,2,8,7,0,UNDER CENTER,OWN,BAL,DEN,PASS,RIGHT
4,14,25,2,6,22,0,SHOTGUN,OWN,BAL,DEN,PASS,LEFT
4,14,22,3,6,22,0,SHOTGUN,OWN,BAL,DEN,PASS,RIGHT
4,13,30,2,7,48,0,UNDER CENTER,OWN,DEN,BAL,PASS,RIGHT
4,8,35,2,10,34,0,SHOTGUN,OWN,BAL,DEN,PASS,RIGHT
4,7,37,3,8,36,0,SHOTGUN,OWN,BAL,DEN,PASS,RIGHT
4,6,46,1,10,42,0,SHOTGUN,OWN,DEN,BAL,PASS,LEFT
4,6,16,2,1,68,0,SHOTGUN,OPP,DEN,BAL,PASS,LEFT
1,15,0,1,10,25,0,SHOTGUN,OWN,CAR,CIN,PASS,RIGHT
1,14,12,3,9,26,0,SHOTGUN,OWN,CAR,CIN,PASS,RIGHT
1,13,43,1,10,25,1,SHOTGUN,OWN,CIN,CAR,PASS,MIDDLE
1,12,35,2,9,49,0,UNDER CENTER,OWN,CIN,CAR,PASS,LEFT
1,7,3,2,6,29,0,UNDER CENTER,OWN,CAR,CIN,PASS,MIDDLE
1,6,57,3,6,29,1,SHOTGUN,OWN,CAR,CIN,PASS,RIGHT
1,6,15,1,10,36,0,SHOTGUN,OWN,CAR,CIN,PASS,LEFT
1,3,2,1,10,25,1,UNDER CENTER,OWN,CIN,CAR,PASS,LEFT
1,2,7,2,17,49,0,SHOTGUN,OWN,CIN,CAR,PASS,LEFT
1,2,1,3,17,49,0,SHOTGUN,OWN,CIN,CAR,PASS,RIGHT
1,1,55,1,10,33,0,SHOTGUN,OWN,CAR,CIN,PASS,RIGHT
1,1,33,2,7,36,0,NO HUDDLE SHOTGUN,OWN,CAR,CIN,PASS,RIGHT
1,0,49,3,7,36,1,SHOTGUN,OWN,CAR,CIN,PASS,RIGHT
2,15,0,2,10,44,1,SHOTGUN,OWN,CAR,CIN,PASS,LEFT
2,12,3,1,10,25,1,SHOTGUN,OWN,CIN,CAR,PASS,LEFT
2,10,52,2,5,43,0,UNDER CENTER,OWN,CIN,CAR,PASS,RIGHT
2,10,48,3,5,43,1,SHOTGUN,OWN,CIN,CAR,PASS,LEFT
2,5,37,3,2,33,1,SHOTGUN,OWN,CAR,CIN,PASS,LEFT
2,4,57,1,10,37,1,SHOTGUN,OWN,CAR,CIN,PASS,LEFT
2,2,47,1,10,25,0,SHOTGUN,OWN,CIN,CAR,PASS,RIGHT
2,2,21,2,10,25,1,NO HUDDLE SHOTGUN,OWN,CIN,CAR,PASS,RIGHT
2,2,0,1,10,36,1,SHOTGUN,OWN,CIN,CAR,PASS,RIGHT
2,1,56,1,10,47,0,SHOTGUN,OWN,CIN,CAR,PASS,RIGHT
2,1,52,2,10,47,0,SHOTGUN,OWN,CIN,CAR,PASS,RIGHT
3,14,31,1,10,48,0,SHOTGUN,OWN,CIN,CAR,PASS,LEFT
3,13,52,2,4,54,0,UNDER CENTER,OPP,CIN,CAR,PASS,LEFT
3,11,39,1,10,54,0,NO HUDDLE,OPP,CAR,CIN,PASS,RIGHT
3,10,13,1,15,6,1,UNDER CENTER,OWN,CIN,CAR,PASS,LEFT
3,9,35,1,10,24,0,SHOTGUN,OWN,CIN,CAR,PASS,RIGHT
3,4,51,1,10,47,0,UNDER CENTER,OWN,CIN,CAR,PASS,LEFT
3,2,53,1,10,25,0,UNDER CENTER,OWN,CAR,CIN,PASS,LEFT
3,2,31,2,8,27,1,SHOTGUN,OWN,CAR,CIN,PASS,LEFT
3,1,49,1,10,38,0,UNDER CENTER,OWN,CAR,CIN,PASS,RIGHT
4,14,18,2,10,41,0,SHOTGUN,OWN,CIN,CAR,PASS,LEFT
4,13,38,3,7,44,0,SHOTGUN,OWN,CIN,CAR,PASS,LEFT
4,13,25,1,10,10,0,SHOTGUN,OWN,CAR,CIN,PASS,RIGHT
4,12,38,3,9,11,1,SHOTGUN,OWN,CAR,CIN,PASS,LEFT
4,10,13,3,5,36,0,SHOTGUN,OWN,CAR,CIN,PASS,LEFT
4,9,55,1,10,14,1,UNDER CENTER,OWN,CIN,CAR,PASS,RIGHT
4,8,36,2,14,26,1,SHOTGUN,OWN,CIN,CAR,PASS,LEFT
4,3,40,2,20,7,0,SHOTGUN,OWN,CIN,CAR,PASS,LEFT
4,1,11,1,10,25,1,SHOTGUN,OWN,CIN,CAR,PASS,RIGHT
4,0,50,1,10,36,0,NO HUDDLE SHOTGUN,OWN,CIN,CAR,PASS,MIDDLE
4,0,27,2,6,40,1,NO HUDDLE SHOTGUN,OWN,CIN,CAR,PASS,LEFT
1,13,33,3,8,28,1,SHOTGUN,OWN,HOU,NYG,PASS,LEFT
1,13,5,1,10,38,0,UNDER CENTER,OWN,HOU,NYG,PASS,RIGHT
1,13,0,2,10,38,0,SHOTGUN,OWN,HOU,NYG,PASS,RIGHT
1,12,18,2,11,42,1,UNDER CENTER,OWN,HOU,NYG,PASS,RIGHT
1,8,24,3,5,30,1,SHOTGUN,OWN,NYG,HOU,PASS,MIDDLE
1,2,53,3,12,20,0,SHOTGUN,OWN,HOU,NYG,PASS,MIDDLE
1,0,40,3,2,24,1,SHOTGUN,OWN,NYG,HOU,PASS,MIDDLE
1,0,1,1,10,39,0,SHOTGUN,OWN,NYG,HOU,PASS,RIGHT
2,11,49,1,10,25,0,SHOTGUN,OWN,HOU,NYG,PASS,MIDDLE
2,11,21,2,4,31,0,SHOTGUN,OWN,HOU,NYG,PASS,RIGHT
2,10,52,3,9,26,0,SHOTGUN,OWN,HOU,NYG,PASS,LEFT
2,10,34,1,10,24,1,UNDER CENTER,OWN,NYG,HOU,PASS,LEFT
2,9,59,1,10,43,0,SHOTGUN,OWN,NYG,HOU,PASS,MIDDLE
2,4,2,2,11,24,0,SHOTGUN,OWN,HOU,NYG,PASS,LEFT
2,2,40,2,9,30,1,SHOTGUN,OWN,NYG,HOU,PASS,RIGHT
2,0,57,2,10,25,1,SHOTGUN,OWN,HOU,NYG,PASS,MIDDLE
3,14,55,1,10,22,0,UNDER CENTER,OWN,NYG,HOU,PASS,LEFT
3,13,34,1,10,32,0,UNDER CENTER,OWN,NYG,HOU,PASS,LEFT
3,12,13,3,5,37,0,SHOTGUN,OWN,NYG,HOU,PASS,LEFT
3,10,48,3,3,31,1,SHOTGUN,OWN,HOU,NYG,PASS,MIDDLE
3,8,35,1,10,9,1,SHOTGUN,OWN,NYG,HOU,PASS,RIGHT
3,7,11,2,10,22,0,SHOTGUN,OWN,NYG,HOU,PASS,RIGHT
3,5,42,1,10,45,0,UNDER CENTER,OWN,HOU,NYG,PASS,RIGHT
3,4,55,3,8,47,1,SHOTGUN,OWN,HOU,NYG,PASS,MIDDLE
3,3,47,1,10,25,0,SHOTGUN,OWN,NYG,HOU,PASS,MIDDLE
3,3,42,2,10,25,0,UNDER CENTER,OWN,NYG,HOU,PASS,LEFT
3,1,57,1,10,39,1,UNDER CENTER,OWN,HOU,NYG,PASS,MIDDLE
4,14,5,1,10,20,1,SHOTGUN,OWN,NYG,HOU,PASS,MIDDLE
4,12,44,2,17,26,0,SHOTGUN,OWN,NYG,HOU,PASS,LEFT
4,11,9,1,10,33,1,SHOTGUN,OWN,HOU,NYG,PASS,MIDDLE
4,7,31,1,10,23,1,SHOTGUN,OWN,NYG,HOU,PASS,LEFT
4,6,11,2,8,48,1,UNDER CENTER,OWN,NYG,HOU,PASS,RIGHT
4,2,8,1,10,25,0,SHOTGUN,OWN,HOU,NYG,PASS,LEFT
4,1,57,3,20,15,0,SHOTGUN,OWN,HOU,NYG,PASS,LEFT
4,1,25,4,8,27,1,SHOTGUN,OWN,HOU,NYG,PASS,LEFT
4,1,4,1,10,43,0,SHOTGUN,OWN,HOU,NYG,PASS,LEFT
1,15,0,1,10,25,1,UNDER CENTER,OWN,JAX,TEN,PASS,RIGHT
1,14,0,2,7,39,1,UNDER CENTER,OWN,JAX,TEN,PASS,MIDDLE
1,12,19,2,19,43,0,SHOTGUN,OWN,JAX,TEN,PASS,MIDDLE
1,11,40,3,14,48,0,SHOTGUN,OWN,JAX,TEN,PASS,RIGHT
1,10,45,2,7,23,0,UNDER CENTER,OWN,TEN,JAX,PASS,LEFT
1,9,25,2,4,46,0,SHOTGUN,OWN,JAX,TEN,PASS,MIDDLE
1,9,20,3,4,46,0,SHOTGUN,OWN,JAX,TEN,PASS,MIDDLE
1,4,53,1,10,26,0,SHOTGUN,OWN,JAX,TEN,PASS,LEFT
1,2,54,1,10,38,0,SHOTGUN,OWN,JAX,TEN,PASS,LEFT
1,1,33,3,3,45,0,SHOTGUN,OWN,JAX,TEN,PASS,RIGHT
2,14,34,3,6,21,0,SHOTGUN,OWN,TEN,JAX,PASS,MIDDLE
2,7,11,2,14,5,0,UNDER CENTER,OWN,JAX,TEN,PASS,LEFT
2,3,33,1,10,20,0,UNDER CENTER,OWN,JAX,TEN,PASS,RIGHT
2,3,28,2,10,20,0,SHOTGUN,OWN,JAX,TEN,PASS,LEFT
2,3,24,3,10,20,0,SHOTGUN,OWN,JAX,TEN,PASS,RIGHT
3,15,0,1,10,25,0,UNDER CENTER,OWN,TEN,JAX,PASS,RIGHT
3,14,2,1,20,48,1,SHOTGUN,OWN,TEN,JAX,PASS,RIGHT
3,10,0,1,10,25,0,UNDER CENTER,OWN,JAX,TEN,PASS,RIGHT
3,9,57,2,10,25,0,SHOTGUN,OWN,JAX,TEN,PASS,RIGHT
3,9,54,3,10,25,1,SHOTGUN,OWN,JAX,TEN,PASS,RIGHT
3,9,18,1,10,40,0,SHOTGUN,OWN,JAX,TEN,PASS,MIDDLE
3,8,42,2,11,39,0,SHOTGUN,OWN,JAX,TEN,PASS,MIDDLE
3,8,7,3,4,46,0,SHOTGUN,OWN,JAX,TEN,PASS,MIDDLE
3,6,47,1,10,30,0,UNDER CENTER,OWN,TEN,JAX,PASS,LEFT
3,4,23,2,10,46,0,NO HUDDLE,OWN,TEN,JAX,PASS,RIGHT
3,2,27,1,10,12,0,SHOTGUN,OWN,JAX,TEN,PASS,LEFT
3,1,22,1,10,30,0,UNDER CENTER,OWN,JAX,TEN,PASS,RIGHT
3,0,9,1,10,42,0,UNDER CENTER,OWN,JAX,TEN,PASS,LEFT
4,9,31,2,6,43,1,UNDER CENTER,OWN,TEN,JAX,PASS,RIGHT
4,2,42,1,10,24,0,UNDER CENTER,OWN,TEN,JAX,PASS,LEFT
4,0,19,1,10,13,0,SHOTGUN,OWN,JAX,TEN,PASS,RIGHT
4,0,12,1,10,32,0,SHOTGUN,OWN,JAX,TEN,PASS,RIGHT
4,0,7,2,10,32,0,SHOTGUN,OWN,JAX,TEN,PASS,RIGHT
1,14,55,1,10,19,0,UNDER CENTER,OWN,SF,KC,PASS,LEFT
1,14,7,3,12,17,0,SHOTGUN,OWN,SF,KC,PASS,RIGHT
1,5,46,1,10,16,0,SHOTGUN,OWN,KC,SF,PASS,LEFT
1,2,20,1,10,25,0,UNDER CENTER,OWN,SF,KC,PASS,LEFT
1,1,39,2,9,44,0,SHOTGUN,OWN,SF,KC,PASS,MIDDLE
2,14,4,2,26,38,0,SHOTGUN,OWN,SF,KC,PASS,MIDDLE
2,13,20,3,16,48,0,SHOTGUN,OWN,SF,KC,PASS,LEFT
2,11,52,1,10,25,1,SHOTGUN,OWN,KC,SF,PASS,RIGHT
2,8,54,1,10,25,0,UNDER CENTER,OWN,SF,KC,PASS,MIDDLE
2,8,4,3,11,24,0,SHOTGUN,OWN,SF,KC,PASS,RIGHT
2,5,43,1,10,39,0,SHOTGUN,OWN,KC,SF,PASS,RIGHT
2,2,20,2,12,29,0,UNDER CENTER,OWN,SF,KC,PASS,RIGHT
2,2,15,3,12,29,0,SHOTGUN,OWN,SF,KC,PASS,RIGHT
2,1,37,2,9,33,0,NO HUDDLE SHOTGUN,OWN,KC,SF,PASS,LEFT
2,1,32,3,9,33,1,SHOTGUN,OWN,KC,SF,PASS,RIGHT
2,1,25,1,10,49,1,SHOTGUN,OWN,KC,SF,PASS,RIGHT
2,0,34,1,10,25,1,SHOTGUN,OWN,SF,KC,PASS,LEFT
3,15,0,1,10,25,0,SHOTGUN,OWN,KC,SF,PASS,RIGHT
3,13,41,3,7,28,1,SHOTGUN,OWN,KC,SF,PASS,RIGHT
3,13,1,1,10,41,0,SHOTGUN,OWN,KC,SF,PASS,RIGHT
3,12,54,2,10,41,0,SHOTGUN,OWN,KC,SF,PASS,RIGHT
3,11,54,3,8,43,0,SHOTGUN,OWN,KC,SF,PASS,LEFT
3,11,47,3,3,48,0,SHOTGUN,OWN,KC,SF,PASS,RIGHT
3,11,36,1,10,13,1,UNDER CENTER,OWN,SF,KC,PASS,RIGHT
3,10,59,1,10,24,0,UNDER CENTER,OWN,SF,KC,PASS,LEFT
3,10,13,1,10,45,0,UNDER CENTER,OWN,SF,KC,PASS,RIGHT
3,8,23,2,15,20,0,SHOTGUN,OWN,KC,SF,PASS,RIGHT
3,8,17,3,15,20,0,SHOTGUN,OWN,KC,SF,PASS,LEFT
3,6,33,1,10,33,0,UNDER CENTER,OWN,SF,KC,PASS,LEFT
3,5,44,3,6,37,1,SHOTGUN,OWN,SF,KC,PASS,LEFT
3,2,43,1,10,25,0,SHOTGUN,OWN,KC,SF,PASS,RIGHT
3,1,36,1,10,39,0,SHOTGUN,OWN,KC,SF,PASS,MIDDLE
3,1,32,1,10,44,1,SHOTGUN,OWN,KC,SF,PASS,RIGHT
4,12,16,2,7,43,1,NO HUDDLE SHOTGUN,OWN,SF,KC,PASS,RIGHT
4,3,47,3,11,21,0,SHOTGUN,OWN,KC,SF,PASS,RIGHT
1,15,0,1,10,25,0,UNDER CENTER,OWN,OAK,MIA,PASS,MIDDLE
1,14,56,2,10,25,1,UNDER CENTER,OWN,OAK,MIA,PASS,MIDDLE
1,13,27,1,10,28,0,SHOTGUN,OWN,MIA,OAK,PASS,LEFT
1,12,13,3,6,32,0,NO HUDDLE SHOTGUN,OWN,MIA,OAK,PASS,LEFT
1,11,50,1,10,4,0,UNDER CENTER,OWN,OAK,MIA,PASS,LEFT
1,10,18,3,1,13,1,UNDER CENTER,OWN,OAK,MIA,PASS,RIGHT
1,9,8,2,6,26,1,SHOTGUN,OWN,OAK,MIA,PASS,LEFT
1,4,32,1,10,11,0,NO HUDDLE SHOTGUN,OWN,MIA,OAK,PASS,MIDDLE
1,4,5,1,10,25,0,SHOTGUN,OWN,MIA,OAK,PASS,RIGHT
1,3,4,3,8,27,0,NO HUDDLE SHOTGUN,OWN,MIA,OAK,PASS,MIDDLE
1,2,15,1,10,41,1,UNDER CENTER,OWN,OAK,MIA,PASS,LEFT
1,1,58,1,10,43,0,SHOTGUN,OWN,MIA,OAK,PASS,LEFT
1,0,54,2,17,36,0,SHOTGUN,OWN,MIA,OAK,PASS,RIGHT
1,0,18,3,16,37,0,SHOTGUN,OWN,MIA,OAK,PASS,MIDDLE
2,12,11,1,10,25,1,SHOTGUN,OWN,OAK,MIA,PASS,LEFT
2,11,35,1,10,37,0,SHOTGUN,OWN,OAK,MIA,PASS,RIGHT
2,3,29,1,10,24,1,SHOTGUN,OWN,MIA,OAK,PASS,MIDDLE
2,3,0,1,10,37,1,NO HUDDLE SHOTGUN,OWN,MIA,OAK,PASS,RIGHT
3,14,51,1,10,23,0,SHOTGUN,OWN,MIA,OAK,PASS,LEFT
3,13,45,2,17,16,0,UNDER CENTER,OWN,MIA,OAK,PASS,RIGHT
3,13,4,3,11,22,0,SHOTGUN,OWN,MIA,OAK,PASS,RIGHT
3,12,42,1,10,33,0,UNDER CENTER,OWN,OAK,MIA,PASS,LEFT
3,12,3,2,2,41,1,UNDER CENTER,OWN,OAK,MIA,PASS,LEFT
3,10,18,2,13,46,0,SHOTGUN,OWN,OAK,MIA,PASS,RIGHT
3,2,49,1,10,30,1,UNDER CENTER,OWN,MIA,OAK,PASS,RIGHT
3,2,27,1,10,45,1,SHOTGUN,OWN,MIA,OAK,PASS,RIGHT
3,0,55,1,10,25,0,UNDER CENTER,OWN,OAK,MIA,PASS,LEFT
3,0,11,2,4,31,0,SHOTGUN,OWN,OAK,MIA,PASS,LEFT
3,0,8,3,4,31,0,SHOTGUN,OWN,OAK,MIA,PASS,LEFT
4,14,20,2,10,15,1,SHOTGUN,OWN,MIA,OAK,PASS,MIDDLE
4,13,45,1,10,34,0,UNDER CENTER,OWN,MIA,OAK,PASS,MIDDLE
4,13,39,2,10,34,0,NO HUDDLE SHOTGUN,OWN,MIA,OAK,PASS,RIGHT
4,12,37,3,5,39,0,SHOTGUN,OWN,MIA,OAK,PASS,LEFT
4,11,6,1,10,28,0,SHOTGUN,OWN,OAK,MIA,PASS,RIGHT
4,10,15,3,15,23,1,NO HUDDLE SHOTGUN,OWN,OAK,MIA,PASS,MIDDLE
4,8,22,3,7,45,0,SHOTGUN,OWN,OAK,MIA,PASS,LEFT
4,7,30,1,10,48,1,UNDER CENTER,OWN,MIA,OAK,PASS,RIGHT
4,7,11,1,10,10,0,SHOTGUN,OWN,OAK,MIA,PASS,RIGHT
4,6,23,3,3,17,0,SHOTGUN,OWN,OAK,MIA,PASS,RIGHT
4,5,40,2,9,31,1,UNDER CENTER,OWN,OAK,MIA,PASS,MIDDLE
4,5,1,1,10,47,0,UNDER CENTER,OWN,OAK,MIA,PASS,LEFT
4,4,54,2,10,47,1,SHOTGUN,OWN,OAK,MIA,PASS,LEFT
4,2,11,2,4,26,1,SHOTGUN,OWN,MIA,OAK,PASS,MIDDLE
4,1,55,1,10,25,0,SHOTGUN,OWN,OAK,MIA,PASS,RIGHT
4,1,32,2,3,32,1,NO HUDDLE SHOTGUN,OWN,OAK,MIA,PASS,LEFT
4,1,7,1,10,35,0,NO HUDDLE SHOTGUN,OWN,OAK,MIA,PASS,MIDDLE
4,0,59,2,1,44,1,SHOTGUN,OWN,OAK,MIA,PASS,LEFT
1,15,0,1,10,25,0,SHOTGUN,OWN,BUF,MIN,PASS,RIGHT
1,14,24,2,4,31,0,SHOTGUN,OWN,BUF,MIN,PASS,RIGHT
1,13,19,2,8,48,1,UNDER CENTER,OWN,BUF,MIN,PASS,LEFT
1,9,55,1,10,7,0,SHOTGUN,OWN,MIN,BUF,PASS,LEFT
1,9,33,2,7,10,0,UNDER CENTER,OWN,MIN,BUF,PASS,RIGHT
1,5,9,1,10,25,0,SHOTGUN,OWN,MIN,BUF,PASS,RIGHT
1,3,53,1,10,39,0,NO HUDDLE SHOTGUN,OWN,MIN,BUF,PASS,RIGHT
1,3,49,2,10,39,0,SHOTGUN,OWN,MIN,BUF,PASS,LEFT
1,3,13,3,5,44,0,SHOTGUN,OWN,MIN,BUF,PASS,LEFT
1,2,59,1,10,35,0,SHOTGUN,OWN,BUF,MIN,PASS,MIDDLE
1,0,37,2,17,39,1,UNDER CENTER,OWN,BUF,MIN,PASS,RIGHT
2,12,9,1,10,8,0,UNDER CENTER,OWN,MIN,BUF,PASS,RIGHT
2,11,32,2,7,11,0,SHOTGUN,OWN,MIN,BUF,PASS,RIGHT
2,5,32,2,11,16,0,SHOTGUN,OWN,MIN,BUF,PASS,RIGHT
2,4,57,3,7,20,0,SHOTGUN,OWN,MIN,BUF,PASS,MIDDLE
2,3,57,2,6,14,0,UNDER CENTER,OWN,BUF,MIN,PASS,LEFT
