GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2018092700,2018-09-27,2,6,32,MIN,LA,2,10,29,,0,,0,"(6:32) (SHOTGUN) 33-D.COOK UP THE MIDDLE TO MIN 33 FOR 4 YARDS (58-C.LITTLETON, 43-J.JOHNSON).",0,,,2018,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,29,OWN,0,,0,,0
2018092700,2018-09-27,2,5,37,LA,MIN,1,10,29,,0,,0,(5:37) 30-T.GURLEY UP THE MIDDLE TO LA 34 FOR 5 YARDS (20-M.ALEXANDER).,0,,,2018,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,29,OWN,0,,0,,0
2018092700,2018-09-27,2,2,26,MIN,LA,2,10,36,,0,,0,"(2:26) 25-L.MURRAY UP THE MIDDLE TO MIN 43 FOR 7 YARDS (43-J.JOHNSON). PENALTY ON MIN-65-P.ELFLEIN, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT MIN 36 - NO PLAY.",0,,,2018,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,1,0,0,CENTER,36,OWN,1,MIN,1,OFFENSIVE HOLDING,10
2018092700,2018-09-27,3,15,0,LA,MIN,1,10,25,,0,,0,(15:00) 30-T.GURLEY LEFT GUARD TO LA 34 FOR 9 YARDS (93-S.RICHARDSON).,0,,,2018,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0
2018092700,2018-09-27,3,14,21,LA,MIN,2,1,34,,1,,0,(14:21) 30-T.GURLEY RIGHT GUARD TO LA 37 FOR 3 YARDS (99-D.HUNTER).,0,,,2018,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,34,OWN,0,,0,,0
2018092700,2018-09-27,3,8,22,LA,MIN,1,10,16,,0,,0,"(8:22) 30-T.GURLEY UP THE MIDDLE TO LA 25 FOR 9 YARDS (34-A.SENDEJO, 98-L.JOSEPH).",0,,,2018,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,16,OWN,0,,0,,0
2018092700,2018-09-27,3,3,26,LA,MIN,1,10,25,,0,,0,(3:26) 30-T.GURLEY RIGHT GUARD TO LA 33 FOR 8 YARDS (99-D.HUNTER; 55-A.BARR).,0,,,2018,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0
2018092700,2018-09-27,3,2,18,LA,MIN,1,10,46,,0,,0,(2:18) 30-T.GURLEY UP THE MIDDLE TO MIN 46 FOR 8 YARDS (54-E.KENDRICKS).,0,,,2018,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,46,OWN,0,,0,,0
2018092700,2018-09-27,3,0,31,MIN,LA,1,10,39,,0,,0,"(:31) 25-L.MURRAY UP THE MIDDLE TO MIN 41 FOR 2 YARDS (90-M.BROCKERS, 43-J.JOHNSON).",0,,,2018,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,39,OWN,0,,0,,0
2018092700,2018-09-27,4,13,59,LA,MIN,1,10,15,,0,,0,(13:59) 30-T.GURLEY UP THE MIDDLE TO LA 16 FOR 1 YARD (54-E.KENDRICKS; 55-A.BARR).,0,,,2018,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,15,OWN,0,,0,,0
2018092700,2018-09-27,4,12,57,LA,MIN,1,10,39,,1,,0,(12:57) 12-B.COOKS RIGHT END TO LA 49 FOR 10 YARDS (21-M.HUGHES).,0,,,2018,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT END,39,OWN,0,,0,,0
2018092700,2018-09-27,4,3,46,LA,MIN,1,10,25,,0,,0,(3:46) 30-T.GURLEY LEFT END TO LA 28 FOR 3 YARDS (27-J.KEARSE).,0,,,2018,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0
2018093000,2018-09-30,1,10,20,CIN,ATL,1,10,33,,0,,0,(10:20) 25-G.BERNARD LEFT GUARD TO CIN 35 FOR 2 YARDS (34-B.POOLE).,0,,,2018,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,33,OWN,0,,0,,0
2018093000,2018-09-30,1,9,46,CIN,ATL,2,8,35,,0,,0,(9:46) 25-G.BERNARD LEFT GUARD TO CIN 41 FOR 6 YARDS (95-JA.CRAWFORD). ATL-44-V.BEASLEY WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,,,2018,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,35,OWN,0,,0,,0
2018093000,2018-09-30,1,7,9,ATL,CIN,2,10,9,,0,,0,(7:09) 26-T.COLEMAN LEFT GUARD TO ATL 12 FOR 3 YARDS (52-P.BROWN).,0,,,2018,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,9,OWN,0,,0,,0
2018093000,2018-09-30,1,0,12,ATL,CIN,1,10,25,,0,,0,(:12) 26-T.COLEMAN RIGHT END TO ATL 31 FOR 6 YARDS (59-N.VIGIL).,0,,,2018,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0
2018093000,2018-09-30,2,14,16,ATL,CIN,2,10,38,,0,,0,(14:16) (SHOTGUN) 26-T.COLEMAN LEFT END TO ATL 43 FOR 5 YARDS (52-P.BROWN).,0,,,2018,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,38,OWN,0,,0,,0
2018093000,2018-09-30,2,11,3,CIN,ATL,1,10,25,,0,,0,(11:03) 32-M.WALTON RIGHT END TO CIN 27 FOR 2 YARDS (34-B.POOLE).,0,,,2018,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0
2018093000,2018-09-30,2,8,6,ATL,CIN,1,10,21,,0,,0,(8:06) (SHOTGUN) 26-T.COLEMAN LEFT GUARD TO ATL 24 FOR 3 YARDS (99-A.BILLINGS).,0,,,2018,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,21,OWN,0,,0,,0
2018093000,2018-09-30,2,7,29,ATL,CIN,2,7,24,,0,,0,(7:29) 26-T.COLEMAN LEFT TACKLE TO ATL 30 FOR 6 YARDS (94-S.HUBBARD).,0,,,2018,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,24,OWN,0,,0,,0
2018093000,2018-09-30,2,7,9,ATL,CIN,3,1,30,,1,,0,(7:09) 2-M.RYAN RIGHT GUARD TO ATL 31 FOR 1 YARD (99-A.BILLINGS).,0,,,2018,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,30,OWN,0,,0,,0
2018093000,2018-09-30,2,6,33,ATL,CIN,2,10,31,,0,,0,(6:33) (SHOTGUN) 26-T.COLEMAN LEFT GUARD TO ATL 34 FOR 3 YARDS (97-G.ATKINS).,0,,,2018,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,31,OWN,0,,0,,0
2018093000,2018-09-30,3,15,0,CIN,ATL,1,10,25,,0,,0,(15:00) 25-G.BERNARD LEFT END TO CIN 27 FOR 2 YARDS (97-G.JARRETT).,0,,,2018,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0
2018093000,2018-09-30,3,11,1,CIN,ATL,1,10,38,,0,,0,(11:01) 25-G.BERNARD RIGHT TACKLE TO CIN 42 FOR 4 YARDS (20-I.OLIVER).,0,,,2018,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,38,OWN,0,,0,,0
2018093000,2018-09-30,3,6,59,ATL,CIN,1,10,23,,0,,0,(6:59) 26-T.COLEMAN LEFT END TO ATL 25 FOR 2 YARDS (99-A.BILLINGS).,0,,,2018,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,23,OWN,0,,0,,0
2018093000,2018-09-30,3,4,52,CIN,ATL,1,10,42,,0,,0,(4:52) 25-G.BERNARD RIGHT END TO CIN 49 FOR 7 YARDS (21-D.TRUFANT).,0,,,2018,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT END,42,OWN,0,,0,,0
2018093000,2018-09-30,3,1,38,ATL,CIN,1,10,46,,0,,0,"(1:38) 25-I.SMITH LEFT TACKLE TO CIN 45 FOR 9 YARDS (58-C.LAWSON). PENALTY ON ATL-51-A.MACK, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ATL 46 - NO PLAY.",0,,,2018,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,1,0,0,LEFT TACKLE,46,OWN,1,ATL,1,OFFENSIVE HOLDING,10
2018093000,2018-09-30,4,14,14,CIN,ATL,1,10,48,,0,,0,(14:14) 25-G.BERNARD LEFT TACKLE TO ATL 49 FOR 3 YARDS (59-D.CAMPBELL).,0,,,2018,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,48,OWN,0,,0,,0
2018093000,2018-09-30,4,4,15,CIN,ATL,1,10,25,,0,,0,(4:15) (SHOTGUN) 25-G.BERNARD LEFT GUARD TO CIN 29 FOR 4 YARDS (59-D.CAMPBELL).,0,,,2018,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0
2018093000,2018-09-30,4,2,54,CIN,ATL,1,10,38,,0,,0,(2:54) (SHOTGUN) 25-G.BERNARD LEFT GUARD TO CIN 41 FOR 3 YARDS (95-JA.CRAWFORD).,0,,,2018,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,38,OWN,0,,0,,0
2018093001,2018-09-30,1,14,35,CHI,TB,2,5,30,,0,,0,(14:35) 24-J.HOWARD RIGHT GUARD TO CHI 34 FOR 4 YARDS (97-V.CURRY).,0,,,2018,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,30,OWN,0,,0,,0
2018093001,2018-09-30,1,13,57,CHI,TB,3,1,34,,1,,0,(13:57) 10-M.TRUBISKY UP THE MIDDLE TO CHI 38 FOR 4 YARDS (92-W.GHOLSTON).,0,,,2018,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,34,OWN,0,,0,,0
2018093001,2018-09-30,1,13,13,CHI,TB,2,10,38,,1,,0,(13:13) (SHOTGUN) 10-M.TRUBISKY RIGHT END TO TB 39 FOR 23 YARDS (39-I.JOHNSON).,0,,,2018,23,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT END,38,OWN,0,,0,,0
2018093001,2018-09-30,1,11,49,TB,CHI,2,10,25,,0,,0,(11:49) 25-P.BARBER LEFT GUARD TO TB 25 FOR NO GAIN (52-K.MACK).,0,,,2018,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0
2018093001,2018-09-30,1,10,49,CHI,TB,1,5,39,,0,,0,(10:49) (SHOTGUN) 29-T.COHEN RIGHT GUARD TO CHI 37 FOR -2 YARDS (90-J.PIERRE-PAUL).,0,,,2018,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,39,OWN,0,,0,,0
2018093001,2018-09-30,1,7,35,TB,CHI,2,5,38,,0,,0,"(7:35) 25-P.BARBER RIGHT TACKLE TO TB 40 FOR 2 YARDS (23-K.FULLER). PENALTY ON TB-80-O.HOWARD, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT TB 38 - NO PLAY.",0,,,2018,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,1,0,0,RIGHT TACKLE,38,OWN,1,TB,1,OFFENSIVE HOLDING,10
2018093001,2018-09-30,1,5,45,CHI,TB,1,10,27,,1,,0,(5:45) 18-T.GABRIEL LEFT END PUSHED OB AT CHI 37 FOR 10 YARDS (24-B.GRIMES).,0,,,2018,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,27,OWN,0,,0,,0
2018093001,2018-09-30,1,5,15,CHI,TB,1,5,42,,0,,0,(5:15) (SHOTGUN) 29-T.COHEN LEFT GUARD TO CHI 45 FOR 3 YARDS (54-L.DAVID).,0,,,2018,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,42,OWN,0,,0,,0
2018093001,2018-09-30,1,4,41,CHI,TB,2,2,45,,1,,0,(4:41) 29-T.COHEN LEFT GUARD TO CHI 48 FOR 3 YARDS (58-K.ALEXANDER).,0,,,2018,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,45,OWN,0,,0,,0
2018093001,2018-09-30,1,2,7,TB,CHI,1,10,28,,0,,0,(2:07) 25-P.BARBER LEFT TACKLE TO TB 35 FOR 7 YARDS (22-K.TOLIVER II).,0,,,2018,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,28,OWN,0,,0,,0
2018093001,2018-09-30,2,10,31,CHI,TB,1,10,32,,0,,0,(10:31) (SHOTGUN) 29-T.COHEN LEFT GUARD TO CHI 33 FOR 1 YARD (54-L.DAVID).,0,,,2018,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,32,OWN,0,,0,,0
2018093001,2018-09-30,2,8,59,TB,CHI,1,10,25,,0,,0,(8:59) 25-P.BARBER LEFT GUARD TO TB 28 FOR 3 YARDS (99-A.LYNCH).,0,,,2018,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0
2018093001,2018-09-30,2,4,56,TB,CHI,1,10,25,,1,,0,(4:56) (SHOTGUN) 25-P.BARBER LEFT TACKLE TO TB 37 FOR 12 YARDS (39-E.JACKSON).,0,,,2018,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0
2018093001,2018-09-30,2,2,17,CHI,TB,1,10,9,,0,,0,(2:17) (SHOTGUN) 29-T.COHEN LEFT GUARD TO CHI 14 FOR 5 YARDS (90-J.PIERRE-PAUL).,0,,,2018,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,9,OWN,0,,0,,0
2018093001,2018-09-30,2,2,13,CHI,TB,2,5,14,,0,,0,(2:13) (SHOTGUN) 29-T.COHEN RIGHT GUARD TO CHI 18 FOR 4 YARDS (54-L.DAVID).,0,,,2018,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,14,OWN,0,,0,,0
2018093001,2018-09-30,2,2,0,CHI,TB,1,10,22,,0,,0,(2:00) (SHOTGUN) 29-T.COHEN RIGHT GUARD TO CHI 24 FOR 2 YARDS (93-G.MCCOY; 90-J.PIERRE-PAUL).,0,,,2018,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,22,OWN,0,,0,,0
2018093001,2018-09-30,2,1,38,CHI,TB,2,3,29,,1,,0,(1:38) (SHOTGUN) 29-T.COHEN LEFT END PUSHED OB AT CHI 34 FOR 5 YARDS (33-C.DAVIS).,0,,,2018,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,29,OWN,0,,0,,0
2018093001,2018-09-30,3,15,0,TB,CHI,1,10,25,,0,,0,(15:00) #3 J. WINSTON IN AT QB (SHOTGUN) 25-P.BARBER LEFT TACKLE TO TB 23 FOR -2 YARDS (90-J.BULLARD).,0,,,2018,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0
2018093001,2018-09-30,3,10,28,TB,CHI,1,10,25,,0,,0,(10:28) 25-P.BARBER LEFT TACKLE TO TB 28 FOR 3 YARDS (58-R.SMITH; 95-R.ROBERTSON-HARRIS).,0,,,2018,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0
2018093001,2018-09-30,3,7,4,TB,CHI,2,17,45,,0,,0,(7:04) (SHOTGUN) 27-R.JONES LEFT GUARD TO TB 41 FOR -4 YARDS (98-B.NICHOLS).,0,,,2018,-4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,45,OWN,0,,0,,0
2018093001,2018-09-30,3,5,30,CHI,TB,1,10,17,,0,,0,(5:30) 24-J.HOWARD LEFT GUARD TO CHI 24 FOR 7 YARDS (54-L.DAVID).,0,,,2018,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,17,OWN,0,,0,,0
2018093001,2018-09-30,3,4,52,CHI,TB,2,3,24,,0,,0,(4:52) 24-J.HOWARD RIGHT END PUSHED OB AT CHI 24 FOR NO GAIN (39-I.JOHNSON).,0,,,2018,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT END,24,OWN,0,,0,,0
2018093001,2018-09-30,3,4,4,TB,CHI,1,10,21,,0,,0,(4:04) 27-R.JONES LEFT GUARD TO TB 24 FOR 3 YARDS (59-D.TREVATHAN).,0,,,2018,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,21,OWN,0,,0,,0
2018093001,2018-09-30,3,2,44,TB,CHI,1,10,41,,0,,0,(2:44) 27-R.JONES RIGHT TACKLE TO TB 45 FOR 4 YARDS (90-J.BULLARD).,0,,,2018,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,41,OWN,0,,0,,0
2018093001,2018-09-30,4,12,51,CHI,TB,2,4,31,,1,,0,(12:51) (SHOTGUN) 24-J.HOWARD LEFT END TO CHI 36 FOR 5 YARDS (29-R.SMITH).,0,,,2018,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,31,OWN,0,,0,,0
2018093001,2018-09-30,4,12,10,CHI,TB,1,10,36,,0,,0,(12:10) 24-J.HOWARD LEFT GUARD TO CHI 34 FOR -2 YARDS (94-C.NASSIB).,0,,,2018,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,36,OWN,0,,0,,0
2018093001,2018-09-30,4,10,42,CHI,TB,3,1,45,,1,,0,(10:42) 24-J.HOWARD RIGHT TACKLE TO TB 44 FOR 11 YARDS (21-J.EVANS).,0,,,2018,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,45,OWN,0,,0,,0
2018093001,2018-09-30,4,6,23,TB,CHI,1,10,25,,0,,0,(6:23) 27-R.JONES LEFT END TO TB 29 FOR 4 YARDS (44-N.KWIATKOSKI).,0,,,2018,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0
2018093001,2018-09-30,4,5,43,TB,CHI,2,6,29,,1,,0,(5:43) (SHOTGUN) 27-R.JONES RIGHT TACKLE TO TB 36 FOR 7 YARDS (36-D.HOUSTON-CARSON).,0,,,2018,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,29,OWN,0,,0,,0
2018093001,2018-09-30,4,4,29,TB,CHI,2,5,41,,0,,0,(4:29) 27-R.JONES LEFT TACKLE TO TB 43 FOR 2 YARDS (90-J.BULLARD).,0,,,2018,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,41,OWN,0,,0,,0
2018093002,2018-09-30,1,15,0,DET,DAL,1,10,25,,1,,0,(15:00) (SHOTGUN) 33-K.JOHNSON LEFT GUARD RAN OB AT DAL 43 FOR 32 YARDS (31-B.JONES).,0,,,2018,32,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0
2018093002,2018-09-30,1,12,44,DAL,DET,1,10,20,,0,,0,(12:44) (SHOTGUN) 21-E.ELLIOTT RIGHT TACKLE TO DAL 21 FOR 1 YARD (91-A.ROBINSON).,0,,,2018,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,20,OWN,0,,0,,0
2018093002,2018-09-30,1,12,16,DAL,DET,2,9,21,,0,,0,(12:16) (NO HUDDLE) 21-E.ELLIOTT UP THE MIDDLE TO DAL 29 FOR 8 YARDS (28-Q.DIGGS; 52-C.JONES).,0,,,2018,8,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,21,OWN,0,,0,,0
2018093002,2018-09-30,1,11,47,DAL,DET,3,1,29,,0,,0,"(11:47) (NO HUDDLE, SHOTGUN) 21-E.ELLIOTT LEFT TACKLE TO DAL 28 FOR -1 YARDS (42-D.KENNARD).",0,,,2018,-1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,29,OWN,0,,0,,0
2018093002,2018-09-30,1,9,33,DET,DAL,1,10,43,,0,,0,(9:33) 33-K.JOHNSON RIGHT TACKLE TO DET 44 FOR 1 YARD (90-D.LAWRENCE).,0,,,2018,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,43,OWN,0,,0,,0
2018093002,2018-09-30,1,6,15,DAL,DET,1,10,41,,0,,0,(6:15) (NO HUDDLE) 21-E.ELLIOTT UP THE MIDDLE TO DAL 48 FOR 7 YARDS (91-A.ROBINSON).,0,,,2018,7,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,41,OWN,0,,0,,0
2018093002,2018-09-30,1,2,30,DET,DAL,1,10,37,,0,,0,(2:30) 29-L.BLOUNT RIGHT TACKLE TO DET 44 FOR 7 YARDS (24-C.AWUZIE). INJURY UPDATE: DETROIT'S T.J. LANG HAS SUFFERED A CONCUSSION AND IS OUT.,0,,,2018,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,37,OWN,0,,0,,0
2018093002,2018-09-30,1,1,12,DET,DAL,2,10,48,,0,,0,(1:12) (SHOTGUN) 25-T.RIDDICK RIGHT GUARD TO DAL 45 FOR 7 YARDS (90-D.LAWRENCE; 54-J.SMITH).,0,,,2018,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,48,OWN,0,,0,,0
2018093002,2018-09-30,2,15,0,DAL,DET,2,8,27,,0,,0,(15:00) 21-E.ELLIOTT RIGHT END TO DAL 32 FOR 5 YARDS (40-J.DAVIS). DET-32-T.WILSON WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,,,2018,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT END,27,OWN,0,,0,,0
2018093002,2018-09-30,2,13,48,DAL,DET,1,10,36,,0,,0,(13:48) 21-E.ELLIOTT LEFT GUARD TO DAL 45 FOR 9 YARDS (27-G.QUIN; 24-N.LAWSON).,0,,,2018,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,36,OWN,0,,0,,0
2018093002,2018-09-30,2,11,1,DET,DAL,1,10,25,,0,,0,(11:01) 29-L.BLOUNT UP THE MIDDLE TO DET 26 FOR 1 YARD (97-T.CHARLTON).,0,,,2018,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,25,OWN,0,,0,,0
2018093002,2018-09-30,2,10,25,DET,DAL,2,9,26,,0,,0,"(10:25) 29-L.BLOUNT RIGHT TACKLE TO DET 28 FOR 2 YARDS (98-T.CRAWFORD; 55-L.VANDER ESCH). PENALTY ON DET-71-R.WAGNER, FACE MASK (15 YARDS), 13 YARDS, ENFORCED AT DET 26 - NO PLAY.",0,,,2018,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,1,0,0,RIGHT TACKLE,26,OWN,1,DET,1,FACE MASK (15 YARDS),13
2018093002,2018-09-30,2,9,30,DET,DAL,1,10,47,,0,,0,(9:30) 29-L.BLOUNT UP THE MIDDLE TO 50 FOR 3 YARDS (54-J.SMITH).,0,,,2018,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,47,OWN,0,,0,,0
2018093002,2018-09-30,2,2,50,DAL,DET,1,10,25,,1,,0,(2:50) (SHOTGUN) 21-E.ELLIOTT LEFT END RAN OB AT DAL 44 FOR 19 YARDS.,0,,,2018,19,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0
2018093002,2018-09-30,3,15,0,DAL,DET,1,10,25,,0,,0,"(15:00) (SHOTGUN) 21-E.ELLIOTT LEFT GUARD TO DAL 29 FOR 4 YARDS (52-C.JONES; 40-J.DAVIS). PENALTY ON DET-93-D.HAND, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT DAL 29.",0,,,2018,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,1,0,0,LEFT GUARD,25,OWN,1,DET,0,DEFENSIVE HOLDING,5
2018093002,2018-09-30,3,14,35,DAL,DET,1,10,34,,0,,0,(14:35) 21-E.ELLIOTT UP THE MIDDLE TO DAL 34 FOR NO GAIN (23-D.SLAY).,0,,,2018,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,34,OWN,0,,0,,0
2018093002,2018-09-30,3,9,15,DET,DAL,1,10,12,,0,,0,(9:15) (SHOTGUN) 33-K.JOHNSON LEFT GUARD TO DET 12 FOR NO GAIN (90-D.LAWRENCE).,0,,,2018,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,12,OWN,0,,0,,0
